feature,class
"[-245.95934     140.69281     -62.610687     -7.8003607    -2.1664448
  -43.767437     -1.1007489    -2.4558525   -19.794731     10.167276
   -3.177662    -17.621008      3.338298     -9.531853    -15.149521
    3.2902164    -4.276426      0.2496733    16.356789      6.210591
    4.1006174     4.8213415    -8.857605     -4.7167563     1.3132508
   -4.6883216    -0.50514233   -1.3694729    -4.9195905     3.7337112
   -0.25180492   -8.571315     -2.104859      0.31442204    2.012353
    6.9049225     3.3540285     4.7931743     6.583919     -3.1156723 ]",belly_pain
"[-3.88350311e+02  1.22677750e+02 -5.12411041e+01  1.10151863e+01
  7.50100836e-02 -4.74016380e+01 -5.60953379e-01 -9.44245625e+00
 -3.32630882e+01  7.24580765e-01 -9.98135948e+00 -2.24743538e+01
  2.19357419e+00 -8.40227413e+00 -9.98996162e+00  1.15877075e+01
  2.41174507e+00  3.86427569e+00  1.39707870e+01 -2.24941230e+00
 -2.72011256e+00  2.96635056e+00 -7.20409822e+00 -1.12356198e+00
  1.33164394e+00 -8.61831570e+00 -1.57091272e+00 -3.95338058e-01
 -6.79004622e+00  5.73344171e-01 -4.53883588e-01 -3.01109505e+00
  5.48066473e+00  1.85254669e+00 -7.60180533e-01  5.79271507e+00
  2.87200928e-01 -1.96931624e+00  3.08675742e+00 -1.83517957e+00]",belly_pain
"[-4.3204099e+02  9.2134491e+01 -9.4097620e-01 -7.9322844e+00
 -5.5436897e+00 -1.9743631e+01 -1.4239125e+01 -1.1762008e+01
 -1.7722025e+01 -1.3418497e+01 -1.0853179e+01 -9.0072947e+00
 -3.4599133e+00 -6.4582186e+00 -8.0097008e+00 -2.0040596e+00
 -1.9723408e+00 -2.1601522e+00  2.0961773e+00  1.1510053e+00
 -1.0133446e+00 -7.9725891e-01 -1.6372372e+00 -4.0245652e-01
  6.5047458e-02 -3.1370821e+00 -3.7633195e+00 -2.8265777e+00
 -2.8865798e+00 -1.7436451e+00 -2.2828016e+00 -3.4677844e+00
 -1.3462602e+00  6.9155794e-01  2.2094507e+00  3.7765217e+00
  2.1733048e+00  7.9373187e-01  1.2960963e+00 -2.9373759e-01]",belly_pain
"[-3.95844238e+02  1.48655350e+02 -1.10643120e+02 -1.31605234e+01
  1.99196777e+01 -4.08946724e+01  9.51174736e+00  1.39253473e+01
 -2.84537354e+01  5.16670896e-03  3.25016189e+00 -1.61130695e+01
  6.42556727e-01 -4.48928261e+00 -8.46148586e+00  1.01083765e+01
  2.11624312e+00  1.06729102e+00  1.38399429e+01 -7.12848485e-01
 -6.41189241e+00  1.99194133e+00 -5.56109476e+00 -4.51252985e+00
  7.13385522e-01 -6.35198498e+00 -4.51587725e+00 -1.97174907e+00
 -5.20849276e+00 -9.48207915e-01 -1.88907254e+00 -3.75500035e+00
  3.10931468e+00  9.15890217e-01 -2.05174494e+00  3.20465708e+00
  2.38725930e-01 -2.94410229e+00 -5.39560795e-01 -2.59990001e+00]",belly_pain
"[-3.5801636e+02  1.4661713e+02 -1.2631786e+02 -1.5289598e+01
  1.6392408e+01 -4.9240116e+01  1.3714255e+01  2.0257421e+01
 -3.0056070e+01 -5.4111320e-01  4.7697845e+00 -1.5976528e+01
 -1.1140016e+00 -7.0311389e+00 -6.8305998e+00  1.3740620e+01
  2.8335390e+00  6.9554079e-01  9.3238297e+00 -8.5087357e+00
 -6.8043318e+00  5.9679508e+00 -5.6942105e+00 -4.6194153e+00
  1.3364804e+00 -7.3452163e+00 -2.9842570e+00  3.8088974e-01
 -6.1528745e+00 -1.6775466e+00 -3.2041129e-02 -1.1953106e-01
  7.0681043e+00  1.9053732e+00 -3.4954159e+00  2.3446922e+00
 -5.8664095e-01 -3.7292464e+00 -2.9817373e-01 -2.7371325e+00]",belly_pain
"[-3.8923651e+02  1.2974026e+02 -4.4717098e+01  4.8714352e+00
  5.0931139e+00 -3.9495594e+01 -7.2480855e+00 -1.1708909e+01
 -3.0877502e+01 -4.8803759e+00 -1.2018265e+01 -2.0888550e+01
 -1.6799889e+00 -1.1775961e+01 -1.2299128e+01  8.5982523e+00
  1.8733755e+00  8.4429312e-01  7.9235988e+00 -4.9215646e+00
 -3.1013498e+00  2.6361740e+00 -8.4926662e+00 -4.2220182e+00
 -6.7085874e-01 -1.0697892e+01 -5.2736897e+00 -1.7273523e+00
 -6.8197742e+00  1.9181485e-01  7.9815626e-01 -3.4434466e+00
  3.0696428e+00  1.3061010e+00 -2.2293901e+00  3.3156943e+00
  4.2939177e-01 -1.4605031e+00  3.3079495e+00 -3.1179470e-01]",belly_pain
"[-3.1538907e+02  1.5393311e+02 -8.4997429e+01  6.5689511e+00
  3.0543694e+01 -4.0660530e+01 -7.7556854e-01  1.3112302e+01
 -1.9261244e+01 -2.3363779e+00 -5.6759267e+00 -1.8862509e+01
 -3.3789139e+00 -9.6227551e+00 -8.9591942e+00  8.7662430e+00
  2.1837735e+00  5.9254217e+00  1.3480753e+01 -5.5666890e+00
 -7.0125742e+00  5.0087059e-01 -9.6198521e+00 -5.3559704e+00
 -1.3378285e+00 -1.0023877e+01 -2.5544531e+00 -8.8105863e-03
 -8.8491745e+00 -1.8594834e+00  2.1272531e+00 -1.4205360e+00
  3.8364136e+00  3.1388586e+00  1.1172572e+00  5.2090259e+00
  2.4502745e-01 -1.5523474e+00  3.1381674e+00 -2.7300394e+00]",tired
"[-3.2919800e+02  1.8444904e+02 -8.3215797e+01 -1.1756950e+01
  5.7471805e+00 -4.4595348e+01  5.6412563e+00 -6.9130599e-01
 -3.1927525e+01  2.6776111e+00 -7.5502510e+00 -2.5510832e+01
 -7.8096968e-01 -9.0601597e+00 -1.1732536e+01  7.5699568e+00
 -4.3794703e+00 -4.4202533e+00  5.6218314e+00 -9.3584261e+00
 -6.6320176e+00 -3.1717739e-01 -1.0844834e+01 -8.0390042e-01
  2.9214785e+00 -1.0694485e+01 -3.6112595e+00 -2.1264412e-01
 -6.6236887e+00  6.5440619e-01 -1.5505106e+00 -5.4624434e+00
  5.0335984e+00  3.0725613e+00 -8.2494760e-01  4.9904637e+00
  4.8804912e-01 -7.0426702e-01  4.3247128e+00 -5.5888379e-01]",tired
"[-3.4659085e+02  1.5767216e+02 -4.8780170e+01  1.5325210e+01
  2.4386339e+01 -3.6404213e+01  7.1978731e+00  2.1421608e+01
 -1.7127907e+01 -9.8151898e-01  9.8217287e+00 -4.7417288e+00
 -9.4635683e-01 -4.6682830e+00 -7.5903902e+00 -3.3665123e+00
 -1.3499572e+01 -6.8914399e+00  6.5442424e+00 -6.2801771e+00
 -6.1081181e+00  5.7297602e+00 -4.3411613e+00 -6.3826895e+00
  3.9708092e+00  2.2701532e-02 -4.8580012e+00 -4.6101799e+00
 -5.3668880e+00 -3.5220919e+00 -5.3538079e+00 -5.5219154e+00
 -5.4540026e-01 -4.3490357e+00 -6.0224481e+00  2.5342283e-01
 -3.4612699e+00 -6.3766484e+00 -2.3730838e-01 -2.2642679e+00]",tired
"[-4.0051279e+02  8.5130211e+01 -2.7913208e+01 -8.1852789e+00
  4.6259847e+00 -2.9755934e+01 -2.0303221e+01  3.9498379e+00
 -2.8141975e+00 -1.1215602e+01 -1.0756749e+01 -5.2498593e+00
  2.6870654e+00  2.3231578e+00  4.8860183e+00  1.1246900e+01
  2.6062613e+00 -6.7453203e+00 -3.9708633e+00 -4.9015622e+00
 -7.1258011e+00 -3.9122415e+00 -4.1860962e+00 -4.6991467e+00
 -2.7544446e+00 -3.9751561e+00 -2.3140397e+00  2.7621543e+00
  2.8893170e+00  1.6107167e+00  1.9322675e+00  3.3680427e-01
 -1.5852590e+00 -2.7634404e+00 -3.5426025e+00 -2.8946199e+00
 -2.5196948e+00 -2.0910418e+00 -9.1849822e-01 -1.6011922e+00]",tired
"[-5.46967590e+02  8.55262527e+01 -5.46730003e+01 -8.82401288e-01
  2.60165482e+01 -1.92586575e+01 -8.64064884e+00  3.74655652e+00
 -1.23917150e+01 -2.04440808e+00  1.07893431e+00 -1.23099165e+01
 -3.65587354e+00  1.84451222e+00 -5.93121958e+00 -3.80392885e+00
 -2.90053535e+00 -4.52105761e+00 -4.85362351e-01 -2.97369695e+00
 -6.14718866e+00 -2.06616330e+00 -1.99275923e+00 -3.57304502e+00
 -1.98539591e+00 -2.38592339e+00 -2.60777617e+00 -2.55429173e+00
 -3.61393762e+00 -2.24677777e+00 -1.94909048e+00 -3.19536400e+00
 -1.39091372e+00 -1.12181461e+00 -2.89368939e+00 -1.92526174e+00
 -1.37242746e+00 -1.73363459e+00 -1.22145641e+00 -2.10507202e+00]",tired
"[-5.1301184e+02  1.1705911e+02 -6.1350296e+01  5.9313521e+00
  2.3945732e+01 -3.2265461e+01 -9.5682650e+00 -9.4539094e-01
 -1.8776630e+01 -8.9393586e-01 -3.4456899e+00 -1.3444206e+01
 -7.9098493e-01 -7.0230994e+00 -9.6055307e+00  1.9692944e+00
 -5.8578448e+00 -7.4362793e+00 -8.6923826e-01 -7.3512697e+00
 -2.8850172e+00  7.6616752e-01 -9.4897299e+00 -5.1830292e+00
 -1.9847170e+00 -9.7735844e+00 -3.3709054e+00 -4.8765987e-02
 -5.6658177e+00 -5.2864313e-01 -1.2555661e+00 -6.4876671e+00
 -7.2958910e-01 -1.6377264e+00 -4.6917100e+00  1.6551455e+00
  8.8200682e-01 -1.6327794e+00  1.0684617e+00 -1.8539639e+00]",tired
"[-1.3724971e+02  6.6331932e+01 -7.8334656e+01  1.3125278e+01
 -5.1303741e+01  1.0133225e+00 -2.5731863e+01  6.9182096e+00
 -2.1952520e+01 -1.1229605e+01 -5.3289642e+00 -7.9216084e+00
  1.0483695e+01 -3.1529553e+00  1.5105385e+01 -1.9017595e+00
  1.6400860e+01 -3.7036073e+00  2.2404759e+00  4.0321074e+00
 -4.1797152e+00  5.7346807e+00 -9.5658140e+00  5.2240500e+00
 -5.0265069e+00  3.6566365e+00 -4.1280982e-01 -4.4917967e-02
  4.5159726e+00 -8.9089501e-01  3.3330417e+00 -1.5169466e+00
  4.0059476e+00 -2.6262369e+00  2.0106564e+00 -2.0315359e+00
  7.3457107e-02  5.0543410e-01 -7.0851469e-01  2.7068744e+00]",tired
"[-4.6286014e+02  9.0407402e+01 -5.7047810e+01 -1.7589703e+01
  5.1091089e+00 -2.8973436e+01 -1.1541091e+01  1.3902779e+00
 -1.0224934e+01 -2.8511894e-01 -1.1355472e+00 -1.1584022e+01
 -3.1749454e+00 -7.2813004e-01 -2.9980497e+00  2.4761422e+00
  9.9479526e-01  1.4490932e+00  5.5444369e+00 -1.3124757e+00
 -5.4750671e+00 -2.7946725e+00 -4.1474762e+00 -2.8054481e+00
 -1.2036796e+00 -4.5032997e+00 -3.1122649e+00 -2.2530402e-01
 -1.3738925e+00 -7.1848226e-01  3.6793932e-01 -4.4964656e-02
 -4.7901133e-01 -1.4840790e+00  1.7207950e-01  1.6593637e+00
 -1.1012158e+00 -6.7419010e-01  1.4455901e+00 -1.7819990e+00]",tired
"[-3.5083823e+02  1.4149245e+02 -7.9310898e+01  5.1332707e+00
  1.8038055e+01 -4.1840729e+01  1.1134325e+00 -2.7971259e-01
 -2.8822014e+01  1.0584176e+00 -6.4615068e+00 -1.7454397e+01
  9.5218067e+00 -8.9080405e-01 -8.7102747e+00  8.3537512e+00
 -3.9741623e+00 -8.2650461e+00  9.6494842e-01 -1.0509154e+01
 -7.2796988e+00  8.3745128e-01 -8.1306219e+00 -1.8843691e+00
  2.5529251e+00 -5.4119534e+00  1.0327090e+00  4.7285709e-01
 -6.9583220e+00  1.0115627e+00 -5.8038229e-01 -6.9670377e+00
 -2.0499355e-01 -2.4712646e+00 -6.0242529e+00 -9.9211410e-02
 -2.6269314e+00 -3.1939597e+00  1.2150983e+00 -3.2570417e+00]",tired
"[-641.1281     172.68628    -44.93369     30.030169    36.388443
  -22.874315    16.975521     8.818715   -20.439348    13.731338
    2.8387604  -17.344505     7.962123    -1.3848665  -12.243462
    5.1417313   -5.316666    -9.88178      2.2032166   -9.016652
  -10.465291    -1.7528039   -9.03426     -5.5097976   -1.2522279
   -9.286109    -4.2048006   -1.1619525   -6.8613257   -2.4158556
   -3.5287833   -7.752745    -1.8212796   -3.3707528   -6.2081103
   -2.0818324   -5.5995417   -6.3922853   -1.7262627   -4.7369576]",tired
"[-3.3560336e+02  1.3683118e+02 -6.4568153e+01  6.5084252e+00
  1.2319852e+01 -4.1034653e+01 -1.4799962e+00 -6.9349599e+00
 -3.0265341e+01  3.1183891e+00 -6.8493929e+00 -2.1497957e+01
  4.4314485e+00 -4.7512598e+00 -1.1280734e+01  8.1338825e+00
 -1.5315243e+00 -4.1765890e+00  7.1518021e+00 -4.4193850e+00
 -3.8882289e+00  2.8225265e+00 -8.7824726e+00 -5.5350795e+00
  3.3126920e-01 -6.8876200e+00 -1.4902925e+00 -3.7533336e-03
 -7.1816497e+00 -9.6284902e-01  3.5966456e-02 -4.5615454e+00
  4.0352303e-01 -1.4412193e+00 -4.2905345e+00  3.1070086e-01
 -2.2107859e+00 -2.3722274e+00  1.8022691e+00 -1.7741033e+00]",tired
"[-362.4159      117.89717     -67.80153       6.841273     18.52334
  -32.282257      5.480165      5.157915    -22.040735     -2.777183
  -10.3708105   -16.218197      5.100585     -6.318703     -9.090583
    7.7097516    -4.327982     -6.8952394     1.8045306    -8.5338745
   -3.8819265     3.6939957    -6.446046     -2.3882394     1.5857176
   -5.050964      0.87058294    0.8038577    -4.866467      2.6147175
    1.2730064    -4.27069       1.1840518    -0.8831636    -3.212575
    1.9171643    -0.76921225   -1.5421213     1.5511853    -1.5947047 ]",tired
"[-5.2819043e+02  1.7503641e+02 -7.9414116e+01 -1.1804944e+01
  2.1062466e+01 -3.8456985e+01 -5.5320063e+00  1.0656868e+01
 -1.5691908e+01 -4.7254726e-01 -2.9811096e+00 -1.6126789e+01
 -9.5599078e-02 -2.8145151e+00 -4.2808509e+00  1.0903084e+01
  1.0999897e+00 -3.2937179e+00  6.6837640e+00 -4.0984297e+00
 -6.2134104e+00  3.2614131e+00 -5.7052336e+00 -9.2455940e+00
 -4.0234308e+00 -6.9233212e+00 -3.3937702e+00  1.3216412e-01
 -2.8579407e+00  1.5735241e+00  2.0994117e+00 -3.3195388e+00
 -1.8003515e+00 -2.5498631e+00 -3.6137824e+00 -1.2475238e-01
 -3.2090316e+00 -4.8470287e+00 -1.7381439e+00 -4.8663640e+00]",tired
"[-4.1762201e+02  1.0383063e+02 -1.2192100e+01 -6.9810700e+00
 -4.6120757e-01 -1.5797256e+01 -3.8308898e-01  1.1495507e+00
 -1.1395229e+01 -7.8836598e+00 -1.2758488e+01 -1.7199499e+01
 -8.8266268e+00 -1.1085771e+01 -1.2586877e+01 -5.1633382e+00
 -6.3700418e+00 -6.3925433e+00 -2.9944320e+00 -6.5394926e+00
 -4.9164362e+00 -1.1307316e+00 -4.6061234e+00 -3.2119179e+00
 -7.2275929e-02 -2.2722583e+00 -9.3023539e-01 -3.0771492e-02
 -2.3725114e+00 -3.5301226e-01  6.4688635e-01 -9.8127747e-01
  3.3878666e-01  7.3430978e-02 -9.4603115e-01  6.5748525e-01
  7.0008382e-02 -7.1871150e-01  1.7617697e-01 -1.0406575e+00]",tired
"[-3.29402985e+02  1.43606140e+02 -1.14659454e+02 -9.80585456e-01
  1.48244476e+01 -6.18516808e+01  6.07924271e+00  1.93701305e+01
 -2.99685516e+01 -1.32363307e+00  5.00072289e+00 -1.20092554e+01
  3.52651167e+00 -7.90609598e+00 -1.21407719e+01  8.37697124e+00
 -2.86998534e+00 -4.37415981e+00  1.14606133e+01  2.01561761e+00
  1.69769752e+00  5.54822254e+00 -9.15858173e+00 -5.51911020e+00
  2.33699775e+00 -5.67741632e+00 -3.12946892e+00 -2.51399660e+00
 -7.75014257e+00 -5.44342458e-01  2.74827898e-01 -3.85465097e+00
  1.69540972e-01 -1.51225984e+00 -9.57226992e-01  3.74325919e+00
 -1.28230405e+00 -8.70360732e-01  3.45309114e+00 -1.04975724e+00]",tired
"[-3.25217621e+02  9.61426010e+01 -1.03179565e+02 -3.39317818e+01
  1.40513265e+00 -2.67006397e+01  7.86135387e+00  1.84624875e+00
 -1.57568378e+01  1.36675024e+01  1.19640194e-01 -1.73290386e+01
  5.54408741e+00 -2.66483283e+00 -1.20753813e+01  4.60751724e+00
 -4.03192222e-01 -9.84767258e-01  1.02671051e+01  1.41814566e+00
  1.69822657e+00  7.37675047e+00 -5.68714333e+00 -7.59609509e+00
 -1.15640330e+00 -3.30066013e+00  2.00219035e-01 -1.04381800e+00
 -5.75228167e+00  2.87412715e+00  4.43310404e+00 -2.97263718e+00
 -1.90834248e+00 -2.15443039e+00 -1.91557717e+00  2.69031811e+00
  1.43296376e-01 -7.37283707e-01  2.23232841e+00 -1.27090871e+00]",tired
"[-3.32347992e+02  1.51827896e+02 -6.62462006e+01  2.98366570e+00
  2.66562653e+01 -3.38776131e+01 -6.55929661e+00  5.10082960e+00
 -1.82025433e+01 -4.02700901e+00 -7.07731342e+00 -1.52656298e+01
 -2.14272046e+00 -1.17736187e+01 -1.30352535e+01  3.02840805e+00
 -3.82534575e+00  6.20290004e-02  1.26653805e+01 -9.35217440e-01
 -6.08257771e+00 -2.72862697e+00 -1.20083237e+01 -6.79012394e+00
  6.87693417e-01 -6.72126722e+00 -4.96293163e+00 -3.13280702e+00
 -6.21986341e+00  5.42967558e-01 -1.63507104e+00 -8.53177357e+00
  2.84128517e-01  4.46605444e+00  1.47867799e+00  5.14213228e+00
  3.73145580e+00  2.93959049e-03  3.89958918e-01 -3.20858812e+00]",tired
"[-3.8399301e+02  1.7458791e+02 -4.6852825e+01 -1.4939888e+01
  9.5073404e+00 -2.8837538e+01 -1.0389490e+01 -1.0119701e+01
 -2.4786707e+01 -2.9609969e+00 -6.9715843e+00 -1.7147564e+01
 -4.0913764e-01 -7.1099973e+00 -1.5127927e+01 -2.9962854e+00
 -7.8216610e+00 -9.5706244e+00 -1.2737594e+00 -9.2867146e+00
 -9.6778278e+00 -2.0540934e+00 -7.0902810e+00 -4.9145346e+00
 -1.2005205e+00 -7.3337145e+00 -3.2146785e+00  2.2021687e-01
 -5.7227821e+00 -2.9902446e+00 -1.4872583e+00 -4.7204986e+00
 -5.4628488e-02  7.8030926e-01 -1.0405203e+00  3.6721783e+00
  1.7886131e+00 -2.5073717e+00 -1.4896335e-01 -1.1116883e+00]",tired
"[-373.4832      174.15509     -89.780655     13.069295     23.62652
  -43.22698      16.783014     10.22021     -24.85338      15.905594
   -2.3212292   -26.592058      6.575035     -5.1012287   -16.978111
    3.0208113   -10.1095495   -10.807173      4.6363435    -9.027109
   -7.35354       0.69743496  -11.433217     -6.3458905    -2.3600504
   -9.987946     -2.1117764    -4.429903    -10.296447      2.7218597
    0.7585596    -5.7899837     2.6364663    -0.938441     -2.6970177
    5.1756573    -0.5426345    -1.3172386     4.061011     -3.2121868 ]",tired
"[-2.32862778e+02  1.71706619e+02 -2.53334656e+01 -5.62198496e+00
 -5.88560438e+00 -4.37155876e+01 -1.48945704e+01 -1.26678295e+01
 -2.38656750e+01  2.18543932e-01 -9.13182259e+00 -2.01115036e+01
  1.90251374e+00 -3.42609477e+00 -1.19426231e+01  2.48704910e+00
  2.23437738e+00  4.94929504e+00  1.29553347e+01  6.62209988e-01
 -3.46812606e+00  8.57647002e-01 -6.04164839e+00 -2.80751133e+00
  1.42148364e+00 -6.70011568e+00 -5.13909721e+00 -2.00142455e+00
 -5.29209900e+00 -1.55379772e+00 -2.26226997e+00 -5.91072559e+00
  5.20372093e-01  1.87840843e+00 -7.49878526e-01  2.92162490e+00
  1.45140827e+00 -1.32402110e+00  6.58541143e-01 -1.26511919e+00]",tired
